QuestionID,Question,SentenceID,Sentence,Label
Q1829,how many US soldiers killed in Iraq war,S1829,"White and red flags, representing Iraqi and American deaths, sit in the grass quadrangle of The Valley Library on the Corvallis, Oregon , campus of Oregon State University .",0
Q1830,how many US soldiers killed in Iraq war,S1830,"As part of the traveling Iraq Body Count exhibit from 2008 to 2009 (not related to Iraq Body Count project ), the flags aim to ""raise awareness of the human cost of the Iraq War .""",0
Q1831,how many US soldiers killed in Iraq war,S1831,(May 2008),0
Q1832,how many US soldiers killed in Iraq war,S1832,"Casualties of the conflict in Iraq since 2003 (beginning with the 2003 invasion of Iraq , and continuing with the ensuing occupation of Iraq , as well as the activities of the various armed groups operating in the country) have come in many forms, and the accuracy of the information available on different types of Iraq War casualties varies greatly.",0
Q1833,how many US soldiers killed in Iraq war,S1833,The table below summarizes various estimates of the Iraqi casualty figures.,0
Q1834,how many US soldiers killed in Iraq war,S1834,"For troops in the U.S.-led multinational coalition , the death toll is carefully tracked and updated daily, and the names and photographs of those killed in action as well as in accidents have been published widely.",0
Q1835,how many US soldiers killed in Iraq war,S1835,"A total of 4,486 U.S. soldiers were killed in Iraq between 2003 and 2012.",1
Q1836,how many US soldiers killed in Iraq war,S1836,"Regarding the Iraqis, however, information on both military and civilian casualties is both less precise and less consistent.",0
Q1837,how many US soldiers killed in Iraq war,S1837,"Estimates of casualty levels are available from reporters on the scene, from officials of involved organizations, and from groups that summarize information on incidents reported in the news media.",0
Q1838,how many US soldiers killed in Iraq war,S1838,"The word "" casualties "" in its most general sense includes the injured as well as the dead.",0
Q1839,how many US soldiers killed in Iraq war,S1839,"Accounts of the number of coalition wounded vary widely, partly because it is not obvious what should be counted: should only those injuries serious enough to put a soldier out of commission be included?",0
Q1840,how many US soldiers killed in Iraq war,S1840,"Do illnesses or injuries caused by accidents count, or should the focus be restricted to wounds caused by hostile engagement?",0
Q1841,how many US soldiers killed in Iraq war,S1841,"Sources using different definitions may arrive at very different numbers, and sometimes the precise definition is not clearly specified.",0
Q1842,How did the highwaymen get their name 1800,S1842,"Asalto al coche (Robbery of the coach), by Francisco de Goya",0
Q1843,How did the highwaymen get their name 1800,S1843,A highwayman was a thief and brigand who preyed on travellers.,0
Q1844,How did the highwaymen get their name 1800,S1844,"This type of outlaw usually travelled and robbed by horse , as compared to a footpad who travelled and robbed on foot.",0
Q1845,How did the highwaymen get their name 1800,S1845,Mounted robbers were widely considered to be socially superior to footpads.,0
Q1846,How did the highwaymen get their name 1800,S1846,Such robbers operated in Great Britain and Ireland from the Elizabethan era until the early 19th century.,0
Q1847,How did the highwaymen get their name 1800,S1847,"The word highwayman is first known to be used in the year 1617; other euphemisms included ""knights of the road"" and ""gentlemen of the road.""",0
Q1848,How did the highwaymen get their name 1800,S1848,Two terms applied to 19th-century North American highwaymen were road agents in some instances for mountain bandits while in other cases the term is Rlallaala for mountain-based ruffians.,0
Q1849,How did the highwaymen get their name 1800,S1849,"In the same time period in Australia , they were known as bushrangers .",0
Q1850,how did magic johnson get aids,S1850,"Earvin ""Magic"" Johnson, Jr. (born August 14, 1959) is a retired American professional basketball player who played point guard for the Los Angeles Lakers of the National Basketball Association (NBA).",0
Q1851,how did magic johnson get aids,S1851,"After winning championships in high school and college , Johnson was selected first overall in the 1979 NBA Draft by the Lakers.",0
Q1852,how did magic johnson get aids,S1852,"He won a championship and an NBA Finals Most Valuable Player Award in his rookie season, and won four more championships with the Lakers during the 1980s.",0
Q1853,how did magic johnson get aids,S1853,"Johnson retired abruptly in 1991 after announcing that he had contracted HIV , but returned to play in the 1992 All-Star Game , winning the All-Star MVP Award .",0
Q1854,how did magic johnson get aids,S1854,"After protests from his fellow players, he retired again for four years, but returned in 1996, at age 36, to play 32 games for the Lakers before retiring for the third and final time.",0
Q1855,how did magic johnson get aids,S1855,"Johnson's career achievements include three NBA MVP Awards , nine NBA Finals appearances, twelve All-Star games, and ten All-NBA First and Second Team nominations.",0
Q1856,how did magic johnson get aids,S1856,"He led the league in regular-season assists four times, and is the NBA's all-time leader in average assists per game, at 11.2.",0
Q1857,how did magic johnson get aids,S1857,"Johnson was a member of the "" Dream Team "", the U.S. basketball team that won the Olympic gold medal in 1992.",0
Q1858,how did magic johnson get aids,S1858,"After leaving the NBA in 1992, Johnson formed the Magic Johnson All-Stars, a barnstorming team that travelled around the world playing exhibition games .",0
Q1859,how did magic johnson get aids,S1859,"Johnson was honored as one of the 50 Greatest Players in NBA History in 1996, and enshrined in the Basketball Hall of Fame in 2002.",0
Q1860,how did magic johnson get aids,S1860,He was rated the greatest NBA point guard of all time by ESPN in 2007.,0
Q1861,how did magic johnson get aids,S1861,"His friendship and rivalry with Boston Celtics star Larry Bird , whom he faced in the 1979 NCAA finals and three NBA championship series, were well documented.",0
Q1862,how did magic johnson get aids,S1862,"Since his retirement, Johnson has been an advocate for HIV/ AIDS prevention and safe sex , as well as an entrepreneur , philanthropist , broadcaster and motivational speaker .",0
